ID Empleado,Función,Departamento,Unidad,Educación,Género,Tipo de Trabajo,Modalidad,Fecha Contratación,Estatus,Fecha Baja
959,Administrativa,Recursos Humanos,Jalisco,Posgrado,Hombre,Tiempo Completo,Remoto,2014-04-27,Activo,
960,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Mujer,Tiempo Completo,Presencial,2014-04-30,Inactivo,2014-12-11
961,Administrativa,Servicio a cliente,Jalisco,Sin Grado,Hombre,Medio Tiempo,Remoto,2014-04-30,Inactivo,2016-06-01
962,Administrativa,Servicio a cliente,Jalisco,Sin Grado,Hombre,Tiempo Completo,Presencial,2014-04-30,Inactivo,2019-08-09
963,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Mujer,Medio Tiempo,Remoto,2014-04-30,Activo,
964,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Hombre,Tiempo Completo,Presencial,2014-04-30,Activo,
965,Administrativa,Servicio a cliente,Jalisco,Sin Grado,Hombre,Medio Tiempo,Remoto,2014-05-01,Activo,
966,Administrativa,Servicio a cliente,Estado de México,Sin Grado,Mujer,Parcial,Remoto,2014-05-02,Inactivo,2020-07-11
967,Administrativa,Ventas y Marketing,Baja California,Sin Grado,Hombre,Medio Tiempo,Presencial,2014-05-02,Activo,
968,Administrativa,Gerencia y Estrategia,Estado de México,Con Grado,Mujer,Medio Tiempo,Remoto,2014-05-03,Inactivo,2015-02-02
969,Administrativa,Gerencia y Estrategia,Estado de México,Con Grado,Mujer,Medio Tiempo,Remoto,2014-05-03,Inactivo,2020-10-22
970,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2014-05-03,Activo,
971,Administrativa,Ventas y Marketing,Estado de México,Con Grado,Mujer,Medio Tiempo,Remoto,2014-05-04,Inactivo,2017-02-09
972,Administrativa,Recursos Humanos,Jalisco,Con Grado,Mujer,Tiempo Completo,Presencial,2014-05-04,Activo,
973,Operativa,Manufactura y Operaciones,Baja California,Sin Grado,Hombre,Tiempo Completo,Presencial,2014-05-05,Inactivo,2019-02-21
974,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Parcial,Remoto,2014-05-05,Activo,
975,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2014-05-06,Activo,
976,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Mujer,Tiempo Completo,Presencial,2014-05-06,Activo,
977,Administrativa,Ventas y Marketing,Nuevo León,Sin Grado,Mujer,Medio Tiempo,Remoto,2014-05-07,Activo,
978,Administrativa,Logistica,Jalisco,Con Grado,Mujer,Tiempo Completo,Presencial,2014-05-10,Inactivo,2020-10-04
979,Administrativa,Servicio a cliente,Estado de México,Con Grado,Mujer,Tiempo Completo,Remoto,2014-05-10,Activo,
980,Administrativa,Gerencia y Estrategia,Jalisco,Posgrado,Hombre,Tiempo Completo,Remoto,2014-05-11,Inactivo,2017-12-08
981,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Mujer,Medio Tiempo,Presencial,2014-05-12,Inactivo,2019-07-24
982,Administrativa,Servicio a cliente,Baja California,Sin Grado,Hombre,Tiempo Completo,Presencial,2014-05-15,Activo,
983,Administrativa,Finanzas y Contabilidad,Nuevo León,Con Grado,Mujer,Medio Tiempo,Presencial,2014-05-16,Activo,
984,Administrativa,Servicio a cliente,Nuevo León,Sin Grado,Hombre,Tiempo Completo,Presencial,2014-05-16,Activo,
985,Administrativa,Servicio a cliente,Nuevo León,Sin Grado,Mujer,Medio Tiempo,Remoto,2014-05-17,Inactivo,2018-03-31
986,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Parcial,Presencial,2014-05-17,Activo,
987,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Hombre,Tiempo Completo,Remoto,2014-05-17,Activo,
988,Administrativa,Gerencia y Estrategia,Nuevo León,Con Grado,Hombre,Tiempo Completo,Presencial,2014-05-18,Activo,
989,Administrativa,Logistica,Estado de México,Con Grado,Hombre,Tiempo Completo,Remoto,2014-05-20,Inactivo,2019-09-09
990,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Medio Tiempo,Remoto,2014-05-20,Activo,
991,Operativa,Manufactura y Operaciones,Baja California,Posgrado,Hombre,Medio Tiempo,Presencial,2014-05-21,Activo,
992,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Medio Tiempo,Presencial,2014-05-21,Activo,
993,Administrativa,Servicio a cliente,Estado de México,Sin Grado,Hombre,Tiempo Completo,Remoto,2014-05-22,Inactivo,2017-06-08
994,Administrativa,Recursos Humanos,Nuevo León,Con Grado,Mujer,Tiempo Completo,Presencial,2014-05-22,Inactivo,2020-05-07
995,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2014-05-23,Inactivo,2017-05-23
996,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Mujer,Tiempo Completo,Presencial,2014-05-23,Inactivo,2020-10-10
997,Administrativa,Ventas y Marketing,Nuevo León,Sin Grado,Mujer,Tiempo Completo,Remoto,2014-05-25,Inactivo,2018-05-16
998,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Medio Tiempo,Remoto,2014-05-26,Activo,
999,Operativa,Manufactura y Operaciones,Baja California,Sin Grado,Hombre,Parcial,Presencial,2014-05-28,Activo,
1000,Administrativa,Servicio a cliente,Jalisco,Sin Grado,Mujer,Medio Tiempo,Remoto,2014-05-30,Inactivo,2015-09-20
1001,Operativa,Ingeniería y Tecnología,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2014-05-31,Inactivo,2018-02-16
1002,Administrativa,Servicio a cliente,Jalisco,Sin Grado,Hombre,Tiempo Completo,Presencial,2014-05-31,Inactivo,2019-12-13
1003,Administrativa,Ventas y Marketing,Jalisco,Sin Grado,Mujer,Tiempo Completo,Remoto,2014-05-31,Activo,
1004,Administrativa,Finanzas y Contabilidad,Baja California,Con Grado,Mujer,Medio Tiempo,Presencial,2014-06-01,Activo,
1005,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Mujer,Tiempo Completo,Presencial,2014-06-01,Activo,
1006,Operativa,Ingeniería y Tecnología,Jalisco,Posgrado,Hombre,Tiempo Completo,Remoto,2014-06-02,Activo,
1007,Operativa,Ingeniería y Tecnología,Jalisco,Con Grado,Mujer,Medio Tiempo,Remoto,2014-06-04,Inactivo,2019-11-22
1008,Administrativa,Servicio a cliente,Nuevo León,Sin Grado,Hombre,Tiempo Completo,Presencial,2014-06-04,Activo,
1009,Administrativa,Servicio a cliente,Jalisco,Sin Grado,Mujer,Medio Tiempo,Remoto,2014-06-04,Activo,
1010,Operativa,Ingeniería y Tecnología,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2014-06-05,Inactivo,2015-06-16
1011,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Tiempo Completo,Presencial,2014-06-05,Inactivo,2017-02-02
1012,Administrativa,Gerencia y Estrategia,Estado de México,Con Grado,Hombre,Parcial,Remoto,2014-06-08,Inactivo,2015-01-14
1013,Operativa,Manufactura y Operaciones,Baja California,Sin Grado,Hombre,Medio Tiempo,Presencial,2014-06-09,Inactivo,2016-08-26
1014,Administrativa,Servicio a cliente,Estado de México,Con Grado,Hombre,Tiempo Completo,Presencial,2014-06-09,Activo,
1015,Administrativa,Gerencia y Estrategia,Baja California,Posgrado,Mujer,Tiempo Completo,Remoto,2014-06-12,Inactivo,2016-11-27
1016,Administrativa,Ventas y Marketing,Estado de México,Con Grado,Mujer,Medio Tiempo,Presencial,2014-06-12,Inactivo,2018-07-06
1017,Administrativa,Servicio a cliente,Estado de México,Con Grado,Mujer,Tiempo Completo,Remoto,2014-06-12,Activo,
1018,Administrativa,Ventas y Marketing,Nuevo León,Sin Grado,Mujer,Medio Tiempo,Remoto,2014-06-12,Activo,
1019,Administrativa,Logistica,Nuevo León,Sin Grado,Hombre,Parcial,Presencial,2014-06-13,Inactivo,2018-07-21
1020,Administrativa,Servicio a cliente,Baja California,Sin Grado,Mujer,Medio Tiempo,Presencial,2014-06-13,Activo,
1021,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Medio Tiempo,Remoto,2014-06-14,Inactivo,2016-04-28
1022,Operativa,Manufactura y Operaciones,Baja California,Sin Grado,Hombre,Medio Tiempo,Presencial,2014-06-14,Inactivo,2018-11-16
1023,Administrativa,Ventas y Marketing,Nuevo León,Con Grado,Hombre,Tiempo Completo,Remoto,2014-06-14,Activo,
1024,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Tiempo Completo,Presencial,2014-06-16,Inactivo,2020-04-08
1025,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Medio Tiempo,Remoto,2014-06-20,Activo,
1026,Administrativa,Servicio a cliente,Baja California,Sin Grado,Mujer,Tiempo Completo,Presencial,2014-06-21,Activo,
1027,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Medio Tiempo,Presencial,2014-06-22,Activo,
1028,Administrativa,Servicio a cliente,Estado de México,Sin Grado,Mujer,Parcial,Remoto,2014-06-23,Inactivo,2016-07-07
1029,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Medio Tiempo,Presencial,2014-06-23,Activo,
1030,Administrativa,Logistica,Estado de México,Con Grado,Mujer,Tiempo Completo,Presencial,2014-06-24,Activo,
1031,Administrativa,Servicio a cliente,Nuevo León,Sin Grado,Mujer,Medio Tiempo,Remoto,2014-06-25,Inactivo,2016-08-16
1032,Administrativa,Logistica,Jalisco,Sin Grado,Mujer,Tiempo Completo,Remoto,2014-06-27,Inactivo,2017-09-27
1033,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Medio Tiempo,Remoto,2014-06-30,Inactivo,2018-01-09
1034,Operativa,Ingeniería y Tecnología,Baja California,Con Grado,Mujer,Medio Tiempo,Presencial,2014-06-30,Activo,
1035,Administrativa,Logistica,Baja California,Sin Grado,Hombre,Parcial,Presencial,2014-06-30,Activo,
1036,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Medio Tiempo,Presencial,2014-06-30,Activo,
1037,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Medio Tiempo,Presencial,2014-07-01,Activo,
1038,Administrativa,Servicio a cliente,Jalisco,Sin Grado,Mujer,Medio Tiempo,Remoto,2014-07-04,Inactivo,2017-08-12
1039,Administrativa,Gerencia y Estrategia,Nuevo León,Posgrado,Hombre,Tiempo Completo,Remoto,2014-07-04,Activo,
1040,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Tiempo Completo,Presencial,2014-07-04,Activo,
1041,Administrativa,Gerencia y Estrategia,Jalisco,Posgrado,Mujer,Tiempo Completo,Presencial,2014-07-04,Activo,
1042,Operativa,Manufactura y Operaciones,Baja California,Sin Grado,Hombre,Medio Tiempo,Presencial,2014-07-06,Activo,
1043,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Parcial,Remoto,2014-07-10,Inactivo,2015-08-31
1044,Operativa,Manufactura y Operaciones,Baja California,Sin Grado,Hombre,Medio Tiempo,Presencial,2014-07-10,Inactivo,2020-10-13
1045,Administrativa,Logistica,Nuevo León,Sin Grado,Mujer,Medio Tiempo,Remoto,2014-07-14,Inactivo,2015-02-07
1046,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Medio Tiempo,Presencial,2014-07-14,Activo,
1047,Administrativa,Servicio a cliente,Nuevo León,Sin Grado,Mujer,Medio Tiempo,Remoto,2014-07-14,Activo,
1048,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Parcial,Presencial,2014-07-15,Inactivo,2014-10-29
1049,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2014-07-15,Inactivo,2015-01-11
1050,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Mujer,Tiempo Completo,Remoto,2014-07-18,Activo,
1051,Administrativa,Servicio a cliente,Jalisco,Con Grado,Mujer,Medio Tiempo,Remoto,2014-07-18,Activo,
1052,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Mujer,Tiempo Completo,Presencial,2014-07-21,Inactivo,2019-08-01
1053,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Medio Tiempo,Remoto,2014-07-23,Inactivo,2017-04-29
1054,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Medio Tiempo,Presencial,2014-07-23,Inactivo,2018-10-25
1055,Operativa,Manufactura y Operaciones,Baja California,Sin Grado,Hombre,Tiempo Completo,Presencial,2014-07-26,Activo,
1056,Administrativa,Servicio a cliente,Nuevo León,Sin Grado,Mujer,Medio Tiempo,Remoto,2014-07-27,Activo,
1057,Administrativa,Recursos Humanos,Baja California,Con Grado,Mujer,Parcial,Remoto,2014-07-28,Inactivo,2015-03-24
1058,Administrativa,Finanzas y Contabilidad,Estado de México,Posgrado,Mujer,Medio Tiempo,Remoto,2014-07-28,Inactivo,2019-10-08
1059,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Mujer,Tiempo Completo,Presencial,2014-07-29,Activo,
1060,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Medio Tiempo,Remoto,2014-07-29,Activo,
1061,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Medio Tiempo,Presencial,2014-07-29,Activo,
1062,Administrativa,Logistica,Estado de México,Sin Grado,Mujer,Medio Tiempo,Presencial,2014-07-30,Activo,
1063,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Hombre,Tiempo Completo,Presencial,2014-08-01,Activo,
1064,Administrativa,Ventas y Marketing,Nuevo León,Sin Grado,Hombre,Tiempo Completo,Remoto,2014-08-01,Activo,
1065,Operativa,Manufactura y Operaciones,Baja California,Sin Grado,Hombre,Tiempo Completo,Presencial,2014-08-02,Activo,
1066,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Mujer,Tiempo Completo,Presencial,2014-08-03,Inactivo,2015-12-20
1067,Administrativa,Recursos Humanos,Nuevo León,Con Grado,Hombre,Tiempo Completo,Remoto,2014-08-03,Inactivo,2016-11-11
1068,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Mujer,Medio Tiempo,Presencial,2014-08-05,Inactivo,2015-12-05
1069,Operativa,Manufactura y Operaciones,Baja California,Sin Grado,Hombre,Parcial,Presencial,2014-08-05,Inactivo,2020-08-25
1070,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Medio Tiempo,Presencial,2014-08-05,Activo,
1071,Operativa,Manufactura y Operaciones,Baja California,Sin Grado,Mujer,Tiempo Completo,Presencial,2014-08-05,Activo,
1072,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Mujer,Tiempo Completo,Remoto,2014-08-06,Inactivo,2015-01-10
1073,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Medio Tiempo,Remoto,2014-08-06,Inactivo,2019-01-09
1074,Operativa,Ingeniería y Tecnología,Jalisco,Posgrado,Hombre,Tiempo Completo,Presencial,2014-08-07,Inactivo,2018-01-23
1075,Administrativa,Recursos Humanos,Nuevo León,Posgrado,Mujer,Tiempo Completo,Presencial,2014-08-07,Inactivo,2019-05-22
1076,Administrativa,Gerencia y Estrategia,Baja California,Posgrado,Mujer,Tiempo Completo,Presencial,2014-08-08,Inactivo,2015-03-25
1077,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Mujer,Tiempo Completo,Remoto,2014-08-09,Inactivo,2017-12-11
1078,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Medio Tiempo,Remoto,2014-08-11,Activo,
1079,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Tiempo Completo,Remoto,2014-08-13,Inactivo,2020-03-02
1080,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Parcial,Presencial,2014-08-15,Inactivo,2018-12-07
1081,Administrativa,Gerencia y Estrategia,Baja California,Posgrado,Hombre,Tiempo Completo,Presencial,2014-08-15,Activo,
1082,Administrativa,Ventas y Marketing,Baja California,Sin Grado,Hombre,Medio Tiempo,Remoto,2014-08-15,Activo,
1083,Administrativa,Gerencia y Estrategia,Baja California,Posgrado,Hombre,Tiempo Completo,Remoto,2014-08-16,Inactivo,2017-04-19
1084,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Mujer,Tiempo Completo,Presencial,2014-08-16,Inactivo,2018-09-11
1085,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Medio Tiempo,Remoto,2014-08-18,Inactivo,2019-12-18
1086,Administrativa,Servicio a cliente,Baja California,Sin Grado,Mujer,Tiempo Completo,Presencial,2014-08-18,Activo,
1087,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Medio Tiempo,Remoto,2014-08-19,Activo,
1088,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Medio Tiempo,Remoto,2014-08-20,Activo,
1089,Administrativa,Ventas y Marketing,Baja California,Sin Grado,Mujer,Medio Tiempo,Presencial,2014-08-22,Inactivo,2018-07-26
1090,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Parcial,Remoto,2014-08-22,Activo,
1091,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Mujer,Tiempo Completo,Presencial,2014-08-23,Inactivo,2017-11-25
1092,Administrativa,Logistica,Estado de México,Sin Grado,Hombre,Tiempo Completo,Presencial,2014-08-23,Inactivo,2020-08-26
1093,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Tiempo Completo,Presencial,2014-08-23,Activo,
1094,Administrativa,Recursos Humanos,Nuevo León,Con Grado,Mujer,Tiempo Completo,Presencial,2014-08-24,Inactivo,2016-06-22
1095,Administrativa,Logistica,Baja California,Sin Grado,Mujer,Tiempo Completo,Remoto,2014-08-24,Activo,
1096,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Medio Tiempo,Presencial,2014-08-24,Activo,
1097,Operativa,Manufactura y Operaciones,Baja California,Sin Grado,Mujer,Tiempo Completo,Presencial,2014-08-25,Inactivo,2019-01-19
1098,Operativa,Manufactura y Operaciones,Baja California,Sin Grado,Mujer,Tiempo Completo,Presencial,2014-08-26,Inactivo,2015-07-30
1099,Administrativa,Gerencia y Estrategia,Baja California,Posgrado,Hombre,Tiempo Completo,Presencial,2014-08-26,Inactivo,2017-05-20
1100,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Medio Tiempo,Remoto,2014-08-26,Activo,
1101,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Hombre,Tiempo Completo,Presencial,2014-08-26,Activo,
1102,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2014-08-27,Inactivo,2015-02-25
1103,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Medio Tiempo,Presencial,2014-08-27,Activo,
1104,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Parcial,Presencial,2014-08-30,Activo,
1105,Operativa,Ingeniería y Tecnología,Jalisco,Con Grado,Mujer,Tiempo Completo,Presencial,2014-09-01,Activo,
1106,Administrativa,Logistica,Baja California,Sin Grado,Mujer,Tiempo Completo,Presencial,2014-09-02,Activo,
1107,Administrativa,Servicio a cliente,Estado de México,Sin Grado,Hombre,Medio Tiempo,Remoto,2014-09-03,Inactivo,2016-06-28
1108,Administrativa,Gerencia y Estrategia,Nuevo León,Posgrado,Hombre,Tiempo Completo,Remoto,2014-09-05,Inactivo,2018-12-24
1109,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Mujer,Medio Tiempo,Presencial,2014-09-05,Inactivo,2019-08-07
1110,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Parcial,Remoto,2014-09-05,Activo,
1111,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Hombre,Medio Tiempo,Remoto,2014-09-05,Activo,
1112,Administrativa,Logistica,Nuevo León,Sin Grado,Mujer,Medio Tiempo,Presencial,2014-09-05,Activo,
1113,Administrativa,Logistica,Baja California,Sin Grado,Mujer,Tiempo Completo,Presencial,2014-09-06,Inactivo,2018-05-04
1114,Operativa,Ingeniería y Tecnología,Baja California,Con Grado,Hombre,Tiempo Completo,Remoto,2014-09-08,Activo,
1115,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Tiempo Completo,Remoto,2014-09-09,Inactivo,2015-08-06
1116,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2014-09-11,Inactivo,2018-04-21
1117,Administrativa,Recursos Humanos,Jalisco,Posgrado,Mujer,Tiempo Completo,Remoto,2014-09-12,Inactivo,2017-11-01
1118,Administrativa,Ventas y Marketing,Baja California,Sin Grado,Hombre,Medio Tiempo,Remoto,2014-09-13,Inactivo,2019-06-17
1119,Administrativa,Logistica,Jalisco,Con Grado,Mujer,Tiempo Completo,Presencial,2014-09-13,Activo,
1120,Operativa,Ingeniería y Tecnología,Estado de México,Posgrado,Hombre,Tiempo Completo,Presencial,2014-09-14,Inactivo,2018-09-12
1121,Administrativa,Ventas y Marketing,Estado de México,Sin Grado,Hombre,Medio Tiempo,Presencial,2014-09-16,Inactivo,2018-02-14
1122,Operativa,Manufactura y Operaciones,Baja California,Posgrado,Hombre,Medio Tiempo,Presencial,2014-09-16,Activo,
